basket_id,schuljahr_label,product_id,product_name,quantity,unit_price,total_price,is_mixed_order
B00012,Klasse 5 & 12,1039,Schnellhefter A4 Kunststoff rot,1,0.5,0.5,1
B00012,Klasse 5 & 12,1034,Schulkompass Zirkel Staedtler,1,8.5,8.5,1
B00012,Klasse 5 & 12,1024,Schulheft A4 liniert Lineatur 21 (16 Blatt),5,0.99,4.95,1
B00012,Klasse 5 & 12,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,1
B00012,Klasse 5 & 12,1046,Ordner A4 breit 80mm schwarz,1,3.49,3.49,1
B00012,Klasse 5 & 12,1054,Ringbucheinlagen A4 kariert 100 Blatt,5,2.29,11.45,1
B00012,Klasse 5 & 12,1053,Ringbucheinlagen A4 liniert 100 Blatt,10,2.29,22.9,1
B00012,Klasse 5 & 12,1049,Oxford Collegeblock A4 kariert (90g Papier),1,2.79,2.79,1
B00013,Klasse 12,1043,Textmarker-Set 4 Farben Stabilo Boss,1,4.99,4.99,0
B00013,Klasse 12,1044,Fineliner 10er Set Stabilo Point 88,1,7.99,7.99,0
B00013,Klasse 12,1058,Haftnotizen Post-it 76x76mm gelb,1,1.99,1.99,0
B00013,Klasse 12,1036,Bleistift HB Grip 2001 Faber-Castell,2,1.5,3.0,0
B00014,Klasse 7,1047,Wissenschaftlicher Taschenrechner Casio fx-87DE X,1,24.99,24.99,0
B00014,Klasse 7,1040,Schnellhefter A4 Kunststoff grün,3,0.5,1.5,0
B00014,Klasse 7,1032,Tintenpatronen blau T10 (5er Pack),1,1.8,1.8,0
B00014,Klasse 7,1045,Ringbuch A4 schmal 25mm,3,2.99,8.97,0
B00015,Klasse 6,1040,Schnellhefter A4 Kunststoff grün,1,0.5,0.5,0
B00015,Klasse 6,1025,Schulheft A4 kariert Lineatur 22 (16 Blatt),10,0.99,9.9,0
B00015,Klasse 6,1027,Collegeblock A4 kariert (80 Blatt),5,1.79,8.95,0
B00016,Klasse 7,1026,Vokabelheft A5 Lineatur 53 (32 Blatt),1,1.29,1.29,0
B00016,Klasse 7,1040,Schnellhefter A4 Kunststoff grün,5,0.5,2.5,0
B00016,Klasse 7,1038,Schnellhefter A4 Kunststoff blau,5,0.5,2.5,0
B00016,Klasse 7,1024,Schulheft A4 liniert Lineatur 21 (16 Blatt),5,0.99,4.95,0
B00016,Klasse 7,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00017,Klasse 2,1021,Knete-Unterlage Kunststoff A3,1,1.99,1.99,0
B00017,Klasse 2,1040,Schnellhefter A4 Kunststoff grün,2,0.5,1.0,0
B00017,Klasse 2,1018,Tuschkasten K12 (12 Farben),1,9.95,9.95,0
B00017,Klasse 2,1013,Klebestift Uhu Renature 21g,1,1.89,1.89,0
B00017,Klasse 2,1014,Doppelanspitzer Dose Trio Grip,1,2.99,2.99,0
B00018,Klasse 11,1059,Karteikarten A7 liniert 100 Stück,1,1.49,1.49,0
B00018,Klasse 11,1055,Kugelschreiber Grip 2011 M blau (dokumentenecht),1,4.5,4.5,0
B00018,Klasse 11,1046,Ordner A4 breit 80mm schwarz,5,3.49,17.45,0
B00018,Klasse 11,1030,Geodreieck 22 cm Griff transparent,1,2.1,2.1,0
B00018,Klasse 11,1054,Ringbucheinlagen A4 kariert 100 Blatt,1,2.29,2.29,0
B00019,Klasse 8,1028,Collegeblock A4 liniert (80 Blatt),2,1.79,3.58,0
B00019,Klasse 8,1048,Hausaufgabenheft A5 Classic,1,1.99,1.99,0
B00019,Klasse 8,1024,Schulheft A4 liniert Lineatur 21 (16 Blatt),5,0.99,4.95,0
B00019,Klasse 8,1041,Schnellhefter A4 Kunststoff gelb,3,0.5,1.5,0
B00019,Klasse 8,1061,Tintenroller Pilot Frixion Ball 0.7 schwarz,3,3.29,9.87,0
B00019,Klasse 8,1031,Füllfederhalter Lamy Safari M,1,19.9,19.9,0
B00020,Klasse 6,1031,Füllfederhalter Lamy Safari M,1,19.9,19.9,0
B00020,Klasse 6,1036,Bleistift HB Grip 2001 Faber-Castell,5,1.5,7.5,0
B00020,Klasse 6,1037,Lineal 30cm Kunststoff transparent,1,1.1,1.1,0
B00020,Klasse 6,1045,Ringbuch A4 schmal 25mm,2,2.99,5.98,0
B00020,Klasse 6,1061,Tintenroller Pilot Frixion Ball 0.7 schwarz,2,3.29,6.58,0
B00021,Klasse 2 & 8,1018,Tuschkasten K12 (12 Farben),1,9.95,9.95,1
B00021,Klasse 2 & 8,1007,Schreiblernbleistift Trio Grip (dick),2,1.99,3.98,1
B00021,Klasse 2 & 8,1011,Bastelschere rund 13cm Rechtshänder,1,2.2,2.2,1
B00021,Klasse 2 & 8,1023,Hausaufgabenheft Grundschule A5,1,1.99,1.99,1
B00021,Klasse 2 & 8,1014,Doppelanspitzer Dose Trio Grip,1,2.99,2.99,1
B00021,Klasse 2 & 8,1020,Haarpinsel-Set (Größen 2/6/10),1,3.99,3.99,1
B00021,Klasse 2 & 8,1035,Buntstifte 24er Set dreikant,1,8.99,8.99,1
B00021,Klasse 2 & 8,1028,Collegeblock A4 liniert (80 Blatt),3,1.79,5.37,1
B00021,Klasse 2 & 8,1026,Vokabelheft A5 Lineatur 53 (32 Blatt),1,1.29,1.29,1
B00021,Klasse 2 & 8,1030,Geodreieck 22 cm Griff transparent,1,2.1,2.1,1
B00022,Klasse 3,1003,Schreiblernheft A4 Lineatur 3 (16 Blatt),5,0.99,4.95,0
B00022,Klasse 3,1042,Schnellhefter A4 Kunststoff orange,5,0.5,2.5,0
B00022,Klasse 3,1016,Sammelbox A4 Karton blau,2,2.49,4.98,0
B00022,Klasse 3,1017,Zeichenblock A3 (20 Blatt),1,2.49,2.49,0
B00022,Klasse 3,1013,Klebestift Uhu Renature 21g,1,1.89,1.89,0
B00022,Klasse 3,1038,Schnellhefter A4 Kunststoff blau,2,0.5,1.0,0
B00022,Klasse 3,1002,Schreiblernheft A4 Lineatur 2 (16 Blatt),10,0.99,9.9,0
B00022,Klasse 3,1012,Bastelschere rund 13cm Linkshänder,1,2.2,2.2,0
B00023,Klasse 6,1018,Tuschkasten K12 (12 Farben),1,9.95,9.95,0
B00023,Klasse 6,1033,Tintenkiller Super Pirat (2er Pack),5,2.49,12.45,0
B00023,Klasse 6,1019,Borstenpinsel-Set (Größen 4/8/12),1,3.5,3.5,0
B00023,Klasse 6,1048,Hausaufgabenheft A5 Classic,1,1.99,1.99,0
B00023,Klasse 6,1038,Schnellhefter A4 Kunststoff blau,1,0.5,0.5,0
B00024,Klasse 5,1038,Schnellhefter A4 Kunststoff blau,3,0.5,1.5,0
B00024,Klasse 5,1025,Schulheft A4 kariert Lineatur 22 (16 Blatt),3,0.99,2.97,0
B00024,Klasse 5,1032,Tintenpatronen blau T10 (5er Pack),3,1.8,5.4,0
B00024,Klasse 5,1042,Schnellhefter A4 Kunststoff orange,2,0.5,1.0,0
B00024,Klasse 5,1027,Collegeblock A4 kariert (80 Blatt),2,1.79,3.58,0
B00024,Klasse 5,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00024,Klasse 5,1033,Tintenkiller Super Pirat (2er Pack),2,2.49,4.98,0
B00025,Klasse 6,1017,Zeichenblock A3 (20 Blatt),1,2.49,2.49,0
B00025,Klasse 6,1032,Tintenpatronen blau T10 (5er Pack),2,1.8,3.6,0
B00025,Klasse 6,1028,Collegeblock A4 liniert (80 Blatt),10,1.79,17.9,0
B00026,Klasse 12,1050,Oxford Collegeblock A4 liniert (90g Papier),1,2.79,2.79,0
B00026,Klasse 12,1058,Haftnotizen Post-it 76x76mm gelb,1,1.99,1.99,0
B00026,Klasse 12,1027,Collegeblock A4 kariert (80 Blatt),1,1.79,1.79,0
B00026,Klasse 12,1046,Ordner A4 breit 80mm schwarz,1,3.49,3.49,0
B00027,Klasse 4,1011,Bastelschere rund 13cm Rechtshänder,1,2.2,2.2,0
B00027,Klasse 4,1012,Bastelschere rund 13cm Linkshänder,1,2.2,2.2,0
B00027,Klasse 4,1036,Bleistift HB Grip 2001 Faber-Castell,2,1.5,3.0,0
B00027,Klasse 4,1018,Tuschkasten K12 (12 Farben),1,9.95,9.95,0
B00027,Klasse 4,1044,Fineliner 10er Set Stabilo Point 88,1,7.99,7.99,0
B00027,Klasse 4,1042,Schnellhefter A4 Kunststoff orange,2,0.5,1.0,0
B00027,Klasse 4,1041,Schnellhefter A4 Kunststoff gelb,2,0.5,1.0,0
B00027,Klasse 4,1023,Hausaufgabenheft Grundschule A5,1,1.99,1.99,0
B00027,Klasse 4,1022,Schreiblern-Füller Lamy ABC,1,14.5,14.5,0
B00028,Klasse 11,1036,Bleistift HB Grip 2001 Faber-Castell,2,1.5,3.0,0
B00028,Klasse 11,1029,Geodreieck 16 cm transparent Aristo,1,1.2,1.2,0
B00028,Klasse 11,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00029,Klasse 12,1028,Collegeblock A4 liniert (80 Blatt),5,1.79,8.95,0
B00029,Klasse 12,1060,Prospekthüllen A4 transparent 100er Pack,1,3.99,3.99,0
B00029,Klasse 12,1051,Grafikrechner Casio FX-CG50,1,119.0,119.0,0
B00030,Klasse 11,1049,Oxford Collegeblock A4 kariert (90g Papier),5,2.79,13.95,0
B00030,Klasse 11,1057,Textmarker-Set Pastell 6 Farben Stabilo Boss,1,6.99,6.99,0
B00030,Klasse 11,1046,Ordner A4 breit 80mm schwarz,1,3.49,3.49,0
B00030,Klasse 11,1044,Fineliner 10er Set Stabilo Point 88,1,7.99,7.99,0
B00031,Klasse 1,1009,Wachsmalkreiden 12er Set (wasservermalbar),1,6.99,6.99,0
B00031,Klasse 1,1012,Bastelschere rund 13cm Linkshänder,1,2.2,2.2,0
B00031,Klasse 1,1042,Schnellhefter A4 Kunststoff orange,2,0.5,1.0,0
B00031,Klasse 1,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00031,Klasse 1,1040,Schnellhefter A4 Kunststoff grün,2,0.5,1.0,0
B00031,Klasse 1,1023,Hausaufgabenheft Grundschule A5,1,1.99,1.99,0
B00031,Klasse 1,1010,Knetmasse 10 Farben,1,3.49,3.49,0
B00031,Klasse 1,1011,Bastelschere rund 13cm Rechtshänder,1,2.2,2.2,0
B00032,Klasse 4,1038,Schnellhefter A4 Kunststoff blau,2,0.5,1.0,0
B00032,Klasse 4,1028,Collegeblock A4 liniert (80 Blatt),2,1.79,3.58,0
B00032,Klasse 4,1012,Bastelschere rund 13cm Linkshänder,1,2.2,2.2,0
B00032,Klasse 4,1045,Ringbuch A4 schmal 25mm,2,2.99,5.98,0
B00033,Klasse 4,1019,Borstenpinsel-Set (Größen 4/8/12),1,3.5,3.5,0
B00033,Klasse 4,1031,Füllfederhalter Lamy Safari M,1,19.9,19.9,0
B00033,Klasse 4,1042,Schnellhefter A4 Kunststoff orange,1,0.5,0.5,0
B00033,Klasse 4,1016,Sammelbox A4 Karton blau,2,2.49,4.98,0
B00034,Klasse 9,1057,Textmarker-Set Pastell 6 Farben Stabilo Boss,1,6.99,6.99,0
B00034,Klasse 9,1046,Ordner A4 breit 80mm schwarz,1,3.49,3.49,0
B00034,Klasse 9,1059,Karteikarten A7 liniert 100 Stück,1,1.49,1.49,0
B00035,Klasse 12,1043,Textmarker-Set 4 Farben Stabilo Boss,1,4.99,4.99,0
B00035,Klasse 12,1050,Oxford Collegeblock A4 liniert (90g Papier),5,2.79,13.95,0
B00035,Klasse 12,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00035,Klasse 12,1056,Kugelschreiber Grip 2011 M schwarz,2,4.5,9.0,0
B00036,Klasse 4,1042,Schnellhefter A4 Kunststoff orange,1,0.5,0.5,0
B00036,Klasse 4,1013,Klebestift Uhu Renature 21g,1,1.89,1.89,0
B00036,Klasse 4,1004,Schulheft A4 Lineatur 4 (16 Blatt),5,0.99,4.95,0
B00036,Klasse 4,1003,Schreiblernheft A4 Lineatur 3 (16 Blatt),3,0.99,2.97,0
B00036,Klasse 4,1036,Bleistift HB Grip 2001 Faber-Castell,2,1.5,3.0,0
B00036,Klasse 4,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00037,Klasse 4,1023,Hausaufgabenheft Grundschule A5,1,1.99,1.99,0
B00037,Klasse 4,1037,Lineal 30cm Kunststoff transparent,1,1.1,1.1,0
B00037,Klasse 4,1048,Hausaufgabenheft A5 Classic,1,1.99,1.99,0
B00037,Klasse 4,1038,Schnellhefter A4 Kunststoff blau,5,0.5,2.5,0
B00037,Klasse 4,1019,Borstenpinsel-Set (Größen 4/8/12),1,3.5,3.5,0
B00037,Klasse 4,1042,Schnellhefter A4 Kunststoff orange,2,0.5,1.0,0
B00037,Klasse 4,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00038,Klasse 2,1023,Hausaufgabenheft Grundschule A5,1,1.99,1.99,0
B00038,Klasse 2,1002,Schreiblernheft A4 Lineatur 2 (16 Blatt),3,0.99,2.97,0
B00038,Klasse 2,1013,Klebestift Uhu Renature 21g,1,1.89,1.89,0
B00038,Klasse 2,1014,Doppelanspitzer Dose Trio Grip,1,2.99,2.99,0
B00038,Klasse 2,1016,Sammelbox A4 Karton blau,2,2.49,4.98,0
B00039,Klasse 4,1032,Tintenpatronen blau T10 (5er Pack),1,1.8,1.8,0
B00039,Klasse 4,1014,Doppelanspitzer Dose Trio Grip,1,2.99,2.99,0
B00039,Klasse 4,1033,Tintenkiller Super Pirat (2er Pack),3,2.49,7.47,0
B00039,Klasse 4,1038,Schnellhefter A4 Kunststoff blau,5,0.5,2.5,0
B00039,Klasse 4,1023,Hausaufgabenheft Grundschule A5,1,1.99,1.99,0
B00039,Klasse 4,1006,Rechenheft A4 Lineatur 8 (5x5mm Kästchen),2,0.99,1.98,0
B00039,Klasse 4,1041,Schnellhefter A4 Kunststoff gelb,2,0.5,1.0,0
B00040,Klasse 8,1017,Zeichenblock A3 (20 Blatt),1,2.49,2.49,0
B00040,Klasse 8,1026,Vokabelheft A5 Lineatur 53 (32 Blatt),5,1.29,6.45,0
B00040,Klasse 8,1020,Haarpinsel-Set (Größen 2/6/10),1,3.99,3.99,0
B00041,Klasse 1,1040,Schnellhefter A4 Kunststoff grün,3,0.5,1.5,0
B00041,Klasse 1,1019,Borstenpinsel-Set (Größen 4/8/12),1,3.5,3.5,0
B00041,Klasse 1,1020,Haarpinsel-Set (Größen 2/6/10),1,3.99,3.99,0
B00041,Klasse 1,1023,Hausaufgabenheft Grundschule A5,1,1.99,1.99,0
B00041,Klasse 1,1016,Sammelbox A4 Karton blau,2,2.49,4.98,0
B00041,Klasse 1,1017,Zeichenblock A3 (20 Blatt),1,2.49,2.49,0
B00041,Klasse 1,1005,Rechenheft A4 Lineatur 7 (7x7mm Kästchen),3,0.99,2.97,0
B00041,Klasse 1,1041,Schnellhefter A4 Kunststoff gelb,2,0.5,1.0,0
B00042,Klasse 2,1014,Doppelanspitzer Dose Trio Grip,1,2.99,2.99,0
B00042,Klasse 2,1017,Zeichenblock A3 (20 Blatt),1,2.49,2.49,0
B00042,Klasse 2,1023,Hausaufgabenheft Grundschule A5,1,1.99,1.99,0
B00042,Klasse 2,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00042,Klasse 2,1021,Knete-Unterlage Kunststoff A3,1,1.99,1.99,0
B00043,Klasse 2,1008,Buntstifte 12er Set dreikant (dick),1,5.49,5.49,0
B00043,Klasse 2,1013,Klebestift Uhu Renature 21g,1,1.89,1.89,0
B00043,Klasse 2,1018,Tuschkasten K12 (12 Farben),1,9.95,9.95,0
B00043,Klasse 2,1005,Rechenheft A4 Lineatur 7 (7x7mm Kästchen),2,0.99,1.98,0
B00043,Klasse 2,1040,Schnellhefter A4 Kunststoff grün,3,0.5,1.5,0
B00043,Klasse 2,1020,Haarpinsel-Set (Größen 2/6/10),1,3.99,3.99,0
B00043,Klasse 2,1022,Schreiblern-Füller Lamy ABC,1,14.5,14.5,0
B00044,Klasse 9,1054,Ringbucheinlagen A4 kariert 100 Blatt,2,2.29,4.58,0
B00044,Klasse 9,1060,Prospekthüllen A4 transparent 100er Pack,1,3.99,3.99,0
B00044,Klasse 9,1042,Schnellhefter A4 Kunststoff orange,1,0.5,0.5,0
B00044,Klasse 9,1026,Vokabelheft A5 Lineatur 53 (32 Blatt),5,1.29,6.45,0
B00044,Klasse 9,1059,Karteikarten A7 liniert 100 Stück,1,1.49,1.49,0
B00045,Klasse 4,1014,Doppelanspitzer Dose Trio Grip,1,2.99,2.99,0
B00045,Klasse 4,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00045,Klasse 4,1041,Schnellhefter A4 Kunststoff gelb,1,0.5,0.5,0
B00045,Klasse 4,1033,Tintenkiller Super Pirat (2er Pack),3,2.49,7.47,0
B00045,Klasse 4,1037,Lineal 30cm Kunststoff transparent,1,1.1,1.1,0
B00046,Klasse 11,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00046,Klasse 11,1044,Fineliner 10er Set Stabilo Point 88,1,7.99,7.99,0
B00047,Klasse 1 & 9,1009,Wachsmalkreiden 12er Set (wasservermalbar),1,6.99,6.99,1
B00047,Klasse 1 & 9,1011,Bastelschere rund 13cm Rechtshänder,1,2.2,2.2,1
B00047,Klasse 1 & 9,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,1
B00047,Klasse 1 & 9,1023,Hausaufgabenheft Grundschule A5,1,1.99,1.99,1
B00047,Klasse 1 & 9,1038,Schnellhefter A4 Kunststoff blau,5,0.5,2.5,1
B00047,Klasse 1 & 9,1018,Tuschkasten K12 (12 Farben),1,9.95,9.95,1
B00047,Klasse 1 & 9,1017,Zeichenblock A3 (20 Blatt),1,2.49,2.49,1
B00047,Klasse 1 & 9,1005,Rechenheft A4 Lineatur 7 (7x7mm Kästchen),5,0.99,4.95,1
B00047,Klasse 1 & 9,1041,Schnellhefter A4 Kunststoff gelb,2,0.5,1.0,1
B00047,Klasse 1 & 9,1060,Prospekthüllen A4 transparent 100er Pack,1,3.99,3.99,1
B00047,Klasse 1 & 9,1046,Ordner A4 breit 80mm schwarz,2,3.49,6.98,1
B00048,Klasse 1,1017,Zeichenblock A3 (20 Blatt),1,2.49,2.49,0
B00048,Klasse 1,1042,Schnellhefter A4 Kunststoff orange,3,0.5,1.5,0
B00048,Klasse 1,1008,Buntstifte 12er Set dreikant (dick),1,5.49,5.49,0
B00048,Klasse 1,1049,Oxford Collegeblock A4 kariert (90g Papier),5,2.79,13.95,0
B00049,Klasse 11,1045,Ringbuch A4 schmal 25mm,2,2.99,5.98,0
B00049,Klasse 11,1060,Prospekthüllen A4 transparent 100er Pack,1,3.99,3.99,0
B00049,Klasse 11,1057,Textmarker-Set Pastell 6 Farben Stabilo Boss,1,6.99,6.99,0
B00050,Klasse 11,1057,Textmarker-Set Pastell 6 Farben Stabilo Boss,1,6.99,6.99,0
B00050,Klasse 11,1049,Oxford Collegeblock A4 kariert (90g Papier),3,2.79,8.37,0
B00050,Klasse 11,1029,Geodreieck 16 cm transparent Aristo,1,1.2,1.2,0
B00051,Klasse 4,1042,Schnellhefter A4 Kunststoff orange,2,0.5,1.0,0
B00051,Klasse 4,1014,Doppelanspitzer Dose Trio Grip,1,2.99,2.99,0
B00051,Klasse 4,1019,Borstenpinsel-Set (Größen 4/8/12),1,3.5,3.5,0
B00051,Klasse 4,1006,Rechenheft A4 Lineatur 8 (5x5mm Kästchen),2,0.99,1.98,0
B00051,Klasse 4,1040,Schnellhefter A4 Kunststoff grün,3,0.5,1.5,0
B00051,Klasse 4,1018,Tuschkasten K12 (12 Farben),1,9.95,9.95,0
B00051,Klasse 4,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00052,Klasse 12,1036,Bleistift HB Grip 2001 Faber-Castell,1,1.5,1.5,0
B00052,Klasse 12,1046,Ordner A4 breit 80mm schwarz,2,3.49,6.98,0
B00052,Klasse 12,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00052,Klasse 12,1028,Collegeblock A4 liniert (80 Blatt),5,1.79,8.95,0
B00053,Klasse 11,1009,Wachsmalkreiden 12er Set (wasservermalbar),1,6.99,6.99,0
B00053,Klasse 11,1036,Bleistift HB Grip 2001 Faber-Castell,5,1.5,7.5,0
B00053,Klasse 11,1043,Textmarker-Set 4 Farben Stabilo Boss,1,4.99,4.99,0
B00053,Klasse 11,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,0
B00054,Klasse 5 & 10,1060,Prospekthüllen A4 transparent 100er Pack,1,3.99,3.99,1
B00054,Klasse 5 & 10,1020,Haarpinsel-Set (Größen 2/6/10),1,3.99,3.99,1
B00054,Klasse 5 & 10,1044,Fineliner 10er Set Stabilo Point 88,1,7.99,7.99,1
B00054,Klasse 5 & 10,1036,Bleistift HB Grip 2001 Faber-Castell,2,1.5,3.0,1
B00054,Klasse 5 & 10,1031,Füllfederhalter Lamy Safari M,1,19.9,19.9,1
B00054,Klasse 5 & 10,1046,Ordner A4 breit 80mm schwarz,3,3.49,10.47,1
B00054,Klasse 5 & 10,1015,Radiergummi soft (für Bleistifte),1,0.8,0.8,1
B00054,Klasse 5 & 10,1052,Formelsammlung Mathematik/Physik/Chemie Duden,1,12.99,12.99,1
B00054,Klasse 5 & 10,1041,Schnellhefter A4 Kunststoff gelb,2,0.5,1.0,1
B00054,Klasse 5 & 10,1028,Collegeblock A4 liniert (80 Blatt),3,1.79,5.37,1
B00054,Klasse 5 & 10,1030,Geodreieck 22 cm Griff transparent,1,2.1,2.1,1
B00054,Klasse 5 & 10,1054,Ringbucheinlagen A4 kariert 100 Blatt,3,2.29,6.87,1
B00055,Klasse 1,1001,Schreiblernheft A4 Lineatur 1 (16 Blatt),5,0.99,4.95,0
B00055,Klasse 1,1022,Schreiblern-Füller Lamy ABC,1,14.5,14.5,0
B00055,Klasse 1,1019,Borstenpinsel-Set (Größen 4/8/12),1,3.5,3.5,0
B00055,Klasse 1,1020,Haarpinsel-Set (Größen 2/6/10),1,3.99,3.99,0
B00055,Klasse 1,1014,Doppelanspitzer Dose Trio Grip,1,2.99,2.99,0
